DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025812,Olivetol,500-66-3,C11H16O2,180.115030,66,319,21.0,Active,68.8904426532254,3.4445221326612705,74.73968253680731,1.8735512488145873
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025600,Methylene Blue trihydrate,7220-79-3,C16H24ClN3O3S,373.122690,83,234,35.0,Active,34.73760763104033,1.7368803815520166,14.943062642114315,1.1744396170414562
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025997,13-cis-Retinal,472-86-6,C20H28O,284.214016,90,234,38.0,Active,64.8029896942031,3.2401494847101553,66.41273704941737,1.8222513790637778
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026040,C.I. Solvent Black 5,11099-03-9,C8H19ClN2O,194.118591,145,234,62.0,Active,70.22980336774253,3.5114901683871267,4.623779095346136,0.664997077150381
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026208,"2,3,5-Trichlorophenol",933-78-8,C6H3Cl3O,195.924948,44,234,19.0,Active,32.20234375631806,1.6101171878159029,30.388544992540545,1.4827099065018483
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027143,3-(Trifluoromethyl)phenyl isocyanate,329-01-1,C8H4F3NO,187.024498,29,234,12.0,Active,64.07014166914945,3.2035070834574726,69.10386646486455,1.8395023474809689
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027771,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",15233-47-3,C20H28N2,296.225249,92,319,29.0,Active,73.0778956728562,3.65389478364281,54.76373643008271,1.738493071595049
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,10081-67-1,C30H31N,405.245650,43,362,12.0,Active,31.87408957806649,1.5937044789033243,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027773,Trimethylolpropane triacrylate,15625-89-5,C15H20O6,296.125988,250,433,58.0,Active,72.35533069470567,3.6177665347352836,23.94181612222871,1.379157091013865
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0032520,Azoxystrobin,131860-33-8,C22H17N3O5,403.116821,253,836,30.0,Active,77.71437702610685,3.8857188513053424,28.67636391716122,1.4575240831595324
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0032572,Prallethrin,23031-36-9,C19H24O3,300.172545,210,782,27.0,Active,62.43244624044215,3.121622312022107,75.30614265031191,1.8768304026327074
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0032651,Thidiazuron,51707-55-2,C9H8N4OS,220.041882,149,690,22.0,Active,37.068158007764815,1.8534079003882407,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0033382,Daunomycin hydrochloride,23541-50-6,C27H30ClNO10,563.155824,139,234,59.0,Active,116.7873767148251,5.839368835741255,3.1709179933363263,0.501185010396042
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0033960,Rifabutin,72559-06-9,C46H62N4O11,846.441509,56,234,24.0,Active,66.85207498612863,3.3426037493064316,76.86885946130108,1.885750437289665
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0034223,Tebufenpyrad,119168-77-3,C18H24ClN3O,333.160790,302,667,45.0,Active,53.74942669981354,2.687471334990677,25.084004968735837,1.399396878130036
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0034566,Emamectin benzoate,155569-91-8,, ,486,827,59.0,Active,52.74242737691342,2.637121368845671,3.0872340161519496,0.4895695507880422
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0037522,Dialifor,10311-84-9,C14H17ClNO4PS2,393.002515,29,237,12.0,Active,38.43962402459146,1.921981201229573,56.069344191456004,1.7487254764534528
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0037734,2-Bromohexadecanoic acid,18263-25-7,C16H31BrO2,334.150743,85,322,26.0,Active,76.95476914145812,3.847738457072906,61.962099473029724,1.7921261246149989
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0038887,Fluorescein,2321-07-5,C20H12O5,332.068473,75,489,15.0,Active,62.70740139745918,3.135370069872959,13.844050884465279,1.141263186894979
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040678,Idebenone,58186-27-9,C19H30O5,338.209324,62,234,26.0,Active,74.66571780713245,3.7332858903566226,38.235151674734375,1.5824628173278656
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040599,Everolimus,159351-69-6,C53H83NO14,957.581356,39,93,42.0,Active,93.69153897813828,4.684576948906914,38.08438511192466,1.580746948122817
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040757,Ciglitizone,74772-77-3,C18H23NO3S,333.139865,43,234,18.0,Active,41.61943064879755,2.0809715324398774,14.910423772531555,1.1734899868102489
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041274,"1-Phenyl-1H-pyrrole-2,5-dione",941-69-5,C10H7NO2,173.047678,151,369,41.0,Active,66.10264183769978,3.305132091884989,70.89812150357157,1.8506347283926445
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041357,"Ethyl (2E,4Z)-deca-2,4-dienoate",3025-30-7,C12H20O2,196.146330,114,357,32.0,Active,29.025739412934158,1.451286970646708,30.02517911174826,1.477485606816389
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041141,o-(Chloroacetylcarbamoyl)fumagillol,129298-91-5,C19H28ClNO6,401.160515,103,607,17.0,Active,24.76950018508612,1.238475009254306,0.007755081276098321,-2.110413646260944
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041985,Fluorosalan,4776-06-1,C14H8Br2F3NO2,436.887389,145,323,45.0,Active,62.33046359454004,3.116523179727002,30.02128331050744,1.477429252955875
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041567,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",141-22-0,C18H34O3,298.250795,60,360,17.0,Active,69.63616629858187,3.4818083149290935,39.777592113570925,1.5996384901147218
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042169,Monotridecyl phosphate,5116-94-9,C13H29O4P,280.180346,39,373,10.0,Active,43.55063329185045,2.1775316645925225,29.659822681067666,1.4721685503044992
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042248,"4,4'-Methylenebis(N,N-diglycidylaniline)",28768-32-3,C25H30N2O4,422.220557,115,319,36.0,Active,86.80710726531022,4.340355363265511,74.78921549296051,1.8738389776830535
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0044367,Tetradonium bromide,1119-97-7,C17H38BrN,335.218763,281,454,62.0,Active,125.19398829661853,6.259699414830926,18.646451878059842,1.2705962047035486
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0044525,Phenylmercuric lactate,122-64-5,C9H10HgO3,368.033637,148,237,62.0,Active,64.19462242700521,3.2097311213502606,1.507971157740068,0.17839303506550386
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045125,Docebenone,80809-81-0,C21H26O3,326.188195,44,234,19.0,Active,67.34436677354583,3.3672183386772914,37.64239242132515,1.5756772178997749
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045173,Mitoxantrone dihydrochloride,70476-82-3,C22H30Cl2N4O6,516.154240,99,234,42.0,Active,94.79465530368867,4.739732765184433,7.512639341843987,0.8757925402297948
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045204,Sanguinarine,2447-54-3,C20H14NO4,332.091734,133,234,57.0,Active,106.42038099084886,5.321019049542443,16.83059841780281,1.2260995577422735
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045252,Demeclocycline hydrochloride,64-73-3,C21H22Cl2N2O8,500.075321,7,234,3.0,Active,31.278876600091298,1.563943830004565,23.35101169875768,1.3683057014190283
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045678,Omacetaxine mepesuccinate,26833-87-4,C29H39NO9,545.262482,35,78,45.0,Active,101.26867484647653,5.063433742323826,0.5395374899473979,-0.2679783728316735
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045757,Butaclamol hydrochloride,36504-94-6,C25H32ClNO,397.217242,15,78,19.0,Active,29.680297687000866,1.4840148843500434,31.083595311013823,1.4925312460821853
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046220,Benmoxin,7654-03-7,C15H16N2O,240.126263,5,78,6.0,Active,24.223189771325316,1.2111594885662658,0.00012967819320746233,-3.887133049096428
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046272,Salicylaldehyde isonicotinoylhydrazone,495-84-1,C13H11N3O2,241.085127,45,234,19.0,Active,25.721716612643387,1.2860858306321694,12.214307870223514,1.0868688624957825
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046309,Cilnidipine,132203-70-4,C27H28N2O7,492.189651,61,246,25.0,Active,80.44316744756969,4.022158372378485,34.819964465987354,1.54182832358104
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046565,Xenalipin,84392-17-6,C14H9F3O2,266.055464,4,234,2.0,Active,30.17548515456761,1.5087742577283805,0.00018612530147024345,-3.7301945858052092
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046648,Calcipotriene,112965-21-6,C27H40O3,412.297745,93,234,40.0,Active,82.10140955157809,4.105070477578904,22.278889289820814,1.3478935353649775
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046858,2-Dodecylisoquinolinium tosylate,5412-37-3,C28H39NO3S,469.265065,41,78,53.0,Active,54.7793516453056,2.73896758226528,4.57605352312504,0.6604910954750725
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047111,Sclareol,515-03-7,C20H36O2,308.271530,121,321,38.0,Active,71.75098144433936,3.587549072216968,66.97110269880004,1.8258874497807585
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047242,"2,4-Diaminoanisole sulfate hydrate (1:1:x)",123333-56-2,, ,69,237,29.0,Active,71.75328732135893,3.5876643660679464,38.024755715202275,1.5800664326690084
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047246,Darbufelone mesylate,139340-56-0,C19H28N2O5S2,428.143964,317,626,51.0,Active,103.60797271260876,5.1803986356304375,34.52360688304773,1.5381161626970996
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047290,UK-416244,402910-27-4,C17H22N2O3S2,366.107185,144,654,22.0,Active,50.56407663722904,2.528203831861452,8.063441526408095,0.9065204409270599
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047294,CP-863187,668981-02-0,C18H14F2N4O,340.113567,111,605,18.0,Active,27.206044287290105,1.3603022143645052,58.852969797560526,1.769768382797987
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047371,AVE5638,725228-45-5,C25H23FN2O2,402.174356,404,692,58.0,Active,101.56157673841095,5.078078836920548,63.80193381664801,1.8048338422504944
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047379,"3-Chloro-2-((3R)-5-chloro-1-(2,4-dimethoxybenzyl)-3-methyl-2-oxo-2,3-dihydro-1H-indol-3-yl)-N-ethyl-N-(3-pyridinylmethyl)benzamide hydrochloride (1:1)",1437319-51-1,C33H32Cl3N3O4,639.145840,300,643,47.0,Active,60.7940273794414,3.03970136897207,12.65320582650932,1.1022005726560549
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047797,Idarubicin hydrochloride,57852-57-0,C26H28ClNO9,533.145259,104,234,44.0,Active,109.56947823197447,5.478473911598724,4.180613007298258,0.6212399674610596
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047955,1-Methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,178631-04-4,C14H23F6N3O4S2,475.103418,51,234,22.0,Active,74.41276800015955,3.720638400007977,14.57610112443357,1.1636413726387433
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047957,Octylparaben,1219-38-1,C15H22O3,250.156895,146,394,37.0,Active,94.09618657646462,4.704809328823231,74.82253652310557,1.8740324269217343
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047953,Trihexyltetradecylphosphonium bromide,654057-97-3,C32H68BrP,562.424202,151,234,65.0,Active,51.2322278193539,2.561611390967695,1.042634021627093,0.018131892050663748
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048189,Lauryl gallate,1166-52-5,C19H30O5,338.209324,179,365,49.0,Active,55.439812930301244,2.771990646515062,12.205651338166724,1.086560959912484
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048505,PharmaGSID_48505,NOCAS_48505,C17H12ClN5O2,353.067952,291,623,47.0,Active,38.81419211390987,1.9407096056954933,0.04639416927889953,-1.3335365972278066
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048684,Cloflucarban,369-77-7,C14H9Cl2F3N2O,348.004403,120,234,51.0,Active,42.948183874359714,2.1474091937179858,7.135653033472687,0.8534337245923305
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048842,Proglumetacin,57132-53-3,C46H58ClN5O8,843.397392,76,234,32.0,Active,37.33432210929974,1.866716105464987,38.49060729496171,1.5853547633359548
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048846,Mosapramine,89419-40-9,C28H35ClN4O,478.249939,95,234,41.0,Active,61.25195752097595,3.0625978760487973,34.597749858023946,1.5390478543991064
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048688,2-[(4-Chloro-3-methylphenyl)amino]benzoic acid,898128-45-5,C14H12ClNO2,261.055656,21,93,23.0,Active,63.07605036407072,3.153802518203536,32.968539890060995,1.518099713544998
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048977,Eprinomectin B1a,133305-88-1,C50H75NO14,913.518756,38,78,49.0,Active,90.30947937781741,4.515473968890871,10.572402414095068,1.0241736851913081
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049070,Sultopride hydrochloride,23694-17-9,C17H27ClN2O4S,390.138006,3,78,4.0,Active,30.600027133068654,1.5300013566534327,0.00010780577955531577,-3.9673579556455887
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049078,Sulindac sulfide,49627-27-2,C20H17FO2S,340.093329,27,234,12.0,Active,62.53064581664759,3.1265322908323796,22.253083491927562,1.347390197372943
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049238,1-Ethylpyridinium bromide,1906-79-2,C7H10BrN,186.999662,63,249,25.0,Active,89.28508030620819,4.464254015310409,14.36304210118611,1.157246433488215
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020069,o-Aminoazotoluene,97-56-3,C14H15N3,225.126597,308,646,48.0,Active,85.99139104179594,4.299569552089797,17.16759271856047,1.2347094016058058
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020015,1-Acetyl-2-phenylhydrazine,114-83-0,C8H10N2O,150.079313,15,234,6.0,Active,52.6502875996392,2.63251437998196,1.5898549665289987,0.20135750789966889
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020275,[4-(4-Chlorophenoxy)phenyl]amine,101-79-1,C12H10ClNO,219.045092,25,234,11.0,Active,56.128552707765905,2.806427635388295,19.949595706012815,1.2999340987983636
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020433,"3,3'-Dichlorobenzidine dihydrochloride",612-83-9,C12H12Cl4N2,323.975459,156,477,33.0,Active,46.894517920517764,2.344725896025888,7.9371314444855665,0.8996635725876145
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020485,C.I. Disperse Black 6 dihydrochloride,20325-40-0,C14H18Cl2N2O2,316.074533,224,619,36.0,Active,27.220832019927844,1.3610416009963922,56.02003370971892,1.748343365821725
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020510,"7,12-Dimethylbenz(a)anthracene",57-97-6,C20H16,256.125201,349,702,50.0,Active,64.36118716153781,3.2180593580768906,76.9551115457151,1.8862374720215627
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020770,Kepone,143-50-0,C10Cl10O,485.683442,441,758,58.0,Active,93.32208396374881,4.6661041981874405,41.67016544877298,1.6198252247996465
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020699,4-Hexylresorcinol,136-77-6,C12H18O2,194.130680,241,645,37.0,Active,80.02287149818412,4.0011435749092055,35.59254689194043,1.5513590658779737
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021031,4-Nitrosodiphenylamine,156-10-5,C12H10N2O,198.079313,176,362,49.0,Active,80.03607139102913,4.001803569551456,75.5426885257402,1.8781924370855732
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021114,Perhexiline maleate,6724-53-4,C23H39NO4,393.287909,128,234,55.0,Active,63.88132718015227,3.1940663590076133,33.99333968583195,1.5313938340704951
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021118,Phenazopyridine hydrochloride,136-40-3,C11H12ClN5,249.078123,68,321,21.0,Active,29.27309624189389,1.4636548120946944,37.74727905599562,1.576885651765057
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021243,Rhodamine 6G,989-38-8,C28H31ClN2O3,478.202321,209,366,57.0,Active,85.4273581925182,4.27136790962591,0.0756265059540249,-1.1213259641277573
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021247,C.I. Basic Red 9 monohydrochloride,569-61-9,C19H18ClN3,323.118925,118,324,36.0,Active,48.12645251632814,2.406322625816407,1.0870099869468772,0.03623353420220561
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021168,Piperonyl sulfoxide,120-62-7,C18H28O3S,324.175916,74,234,32.0,Active,88.3620402971788,4.41810201485894,38.46442917364608,1.5850592917308666
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021409,Triphenyltin hydroxide,76-87-9,C18H16OSn,368.022317,398,695,57.0,Active,112.51761364145769,5.625880682072884,0.9710582071345099,-0.012754736848254315
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021299,Chlorotrianisene,569-57-3,C23H21ClO3,380.117922,31,349,9.0,Active,95.63135642006252,4.781567821003126,0.5366446867501806,-0.2703131661758767
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021320,Tetrachlorovinphos,961-11-5,C10H9Cl4O4P,363.899257,46,234,20.0,Active,93.87686859999505,4.6938434299997525,24.936869193725293,1.3968419272002777
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021667,Tribromoacetaldehyde,115-17-3,C2HBr3O,277.757754,110,234,47.0,Active,129.75943589161193,6.487971794580597,75.52296875237619,1.878079053422346
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022053,"4,6-Dinitro-o-cresol",534-52-1,C7H6N2O5,198.027671,222,629,35.0,Active,45.53604159316714,2.2768020796583572,33.77459914827399,1.528590203327651
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022396,Chrysin,480-40-0,C15H10O4,254.057909,119,411,29.0,Active,77.68500559068315,3.8842502795341574,75.45229675897292,1.8776724641853875
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022265,Alachlor,15972-60-8,C14H20ClNO2,269.118257,120,654,18.0,Active,56.387803562090724,2.8193901781045363,39.8218685520526,1.6001216344660352
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022508,4-Dodecylphenol,104-43-8,C18H30O,262.229666,189,395,48.0,Active,51.652980515671594,2.5826490257835797,28.200219152922674,1.4502524833738002
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022394,Biochanin A,491-80-5,C16H12O5,284.068473,141,419,34.0,Active,71.66600293757337,3.5833001468786683,34.91829177090451,1.543052989540513
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022843,Clomiphene,911-45-5,C26H28ClNO,405.185942,99,234,42.0,Active,89.59322959027533,4.479661479513767,1.9534106338351696,0.2907935475700049
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022687,Bromocriptine,25614-03-3,C32H40BrN5O5,653.221282,14,78,18.0,Active,64.04387698332323,3.2021938491661617,19.85350943471996,1.2978372865861951
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022635,6-Azaribine,2169-64-4,C14H17N3O9,371.096479,36,234,15.0,Active,64.26674583085311,3.2133372915426555,2.8050852644420536,0.44794606677360393
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022681,Bisacodyl,603-50-9,C22H19NO4,361.131408,49,234,21.0,Active,58.751302729193974,2.937565136459699,11.051736194849276,1.0434305097507506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023150,Iodamide,440-58-4,C12H11I3N2O4,627.785290,3,234,1.0,Active,27.967578199481082,1.398378909974054,0.00010569663775230898,-3.975938827534992
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023817,Dicyclohexylcarbodiimide,538-75-0,C13H22N2,206.178299,184,444,41.0,Active,71.96143529137059,3.5980717645685294,2.3990479282879074,0.3800389244092822
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023605,Sulbactam,68373-14-8,C8H11NO5S,233.035794,17,234,7.0,Active,47.840648869433906,2.3920324434716953,12.568917637627331,1.099297880371329
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025065,Digitonin,11024-24-1,C56H92O29,1228.572427,157,237,66.0,Active,36.5324681709825,1.8266234085491249,60.83576535974481,1.7841589761748247
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025431,3-Hydroxy-N-phenylaniline,101-18-8,C12H11NO,185.084064,23,234,10.0,Active,30.528687266532025,1.5264343633266013,74.92475581439665,1.8746253362205132
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025485,N-Isopropyl-N'-phenyl-p-phenylenediamine,101-72-4,C15H18N2,226.146999,227,455,50.0,Active,95.29371216049627,4.764685608024814,36.0462253859225,1.5568597938850657
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025649,2-Methylphenanthrene,2531-84-2,C15H12,192.093900,9,234,4.0,Active,30.171541749897887,1.5085770874948943,23.576329917480187,1.372476200223045
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025807,4-Octyloxybenzoic acid,2493-84-7,C15H22O3,250.156895,32,234,14.0,Active,101.0049407961633,5.0502470398081645,32.590691520400426,1.513093575571245
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025805,Octhilinone,26530-20-1,C11H19NOS,213.118735,370,661,56.0,Active,84.68318909827077,4.234159454913539,69.65542642264403,1.842954955269843
