SMILES,InChI,InChIKey,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,MOL_FILE,Source_SDF_File
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,"InChI=1S/C16H28O/c1-10-14-8-12(16(10,2)3)9-15(14)11-5-4-6-13(17)7-11/h10-15,17H,4-9H2,1-3H3",BWVZAZPLUTUBKD-UHFFFAOYSA-N,DTXSID5044817,DSSTox_Substance_Id,DTXSID5044817,Isobornyl cyclohexanol,3407-42-9,BWVZAZPLUTUBKD-UHFFFAOYSA-N,"3-(5,5,6-Trimethylbicyclo[2.2.1]heptan-2-yl)cyclohexan-1-ol","InChI=1/C16H28O/c1-10-14-8-12(16(10,2)3)9-15(14)11-5-4-6-13(17)7-11/h10-15,17H,4-9H2,1-3H3",C16H28O,236.399,236.214015522,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1,"InChI=1S/C24H28O4/c1-5-21(17-9-13-19(14-10-17)27-23(25)7-3)22(6-2)18-11-15-20(16-12-18)28-24(26)8-4/h9-16H,5-8H2,1-4H3/b22-21+",VZMLEMYJUIIHNF-QURGRASLSA-N,DTXSID7047146,DSSTox_Substance_Id,DTXSID7047146,Diethylstilbestrol dipropionate,130-80-3,VZMLEMYJUIIHNF-QURGRASLSA-N,"[(3E)-Hex-3-ene-3,4-diyl]di(4,1-phenylene) dipropanoate","InChI=1S/C24H28O4/c1-5-21(17-9-13-19(14-10-17)27-23(25)7-3)22(6-2)18-11-15-20(16-12-18)28-24(26)8-4/h9-16H,5-8H2,1-4H3/b22-21+",C24H28O4,380.484,380.198759382,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
OC1=CC=C(Cl)C(Cl)=C1,"InChI=1S/C6H4Cl2O/c7-5-2-1-4(9)3-6(5)8/h1-3,9H",WDNBURPWRNALGP-UHFFFAOYSA-N,DTXSID7025005,DSSTox_Substance_Id,DTXSID7025005,"3,4-Dichlorophenol",95-77-2,WDNBURPWRNALGP-UHFFFAOYSA-N,"3,4-Dichlorophenol","InChI=1S/C6H4Cl2O/c7-5-2-1-4(9)3-6(5)8/h1-3,9H",C6H4Cl2O,163.0,161.9639201,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1,"InChI=1S/C19H25NO/c1-3-20(4-2)14-15-21-19-12-10-18(11-13-19)16-17-8-6-5-7-9-17/h5-13H,3-4,14-16H2,1-2H3",NFIXBCVWIPOYCD-UHFFFAOYSA-N,DTXSID1045661,DSSTox_Substance_Id,DTXSID1045661,Tesmilifene,98774-23-3,NFIXBCVWIPOYCD-UHFFFAOYSA-N,"2-(4-Benzylphenoxy)-N,N-diethylethan-1-amine","InChI=1S/C19H25NO/c1-3-20(4-2)14-15-21-19-12-10-18(11-13-19)16-17-8-6-5-7-9-17/h5-13H,3-4,14-16H2,1-2H3",C19H25NO,283.415,283.193614429,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
CC=CC(O)=O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)",LDHQCZJRKDOVOX-UHFFFAOYSA-N,DTXSID7027544,DSSTox_Substance_Id,DTXSID7027544,2-Butenoic acid,3724-65-0,LDHQCZJRKDOVOX-UHFFFAOYSA-N,But-2-enoic acid,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)",C4H6O2,86.09,86.036779433,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
N/A,,,DTXSID7049550,DSSTox_Substance_Id,DTXSID7049550,NTP Mix95 ER AR1 18-GP,NOCAS_49550,N/A,N/A,N/A,N/A,N/A,N/A,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O,"InChI=1S/C13H10O5/c14-7-1-3-9(11(16)5-7)13(18)10-4-2-8(15)6-12(10)17/h1-6,14-17H",WXNRYSGJLQFHBR-UHFFFAOYSA-N,DTXSID5041306,DSSTox_Substance_Id,DTXSID5041306,"2,2',4,4'-Tetrahydroxybenzophenone",131-55-5,WXNRYSGJLQFHBR-UHFFFAOYSA-N,"Bis(2,4-dihydroxyphenyl)methanone","InChI=1S/C13H10O5/c14-7-1-3-9(11(16)5-7)13(18)10-4-2-8(15)6-12(10)17/h1-6,14-17H",C13H10O5,246.218,246.052823422,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
Cl.CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,"InChI=1S/C32H42Cl2N4O3.ClH/c1-35(2)30(40)31(38-16-7-4-8-17-38)13-18-36(19-14-31)20-15-32(26-11-12-27(33)28(34)23-26)24-37(21-22-41-32)29(39)25-9-5-3-6-10-25;/h3,5-6,9-12,23H,4,7-8,13-22,24H2,1-2H3;1H/t32-;/m0./s1",WOWWMEJZBIHYNI-UCRKPPETSA-N,DTXSID2047353,DSSTox_Substance_Id,DTXSID2047353,SSR 241586 HCl,NOCAS_47353,WOWWMEJZBIHYNI-UCRKPPETSA-N,"1'-{2-[(2R)-4-Benzoyl-2-(3,4-dichlorophenyl)morpholin-2-yl]ethyl}-N,N-dimethyl[1,4'-bipiperidine]-4'-carboxamide--hydrogen chloride (1/1)","InChI=1S/C32H42Cl2N4O3.ClH/c1-35(2)30(40)31(38-16-7-4-8-17-38)13-18-36(19-14-31)20-15-32(26-11-12-27(33)28(34)23-26)24-37(21-22-41-32)29(39)25-9-5-3-6-10-25;/h3,5-6,9-12,23H,4,7-8,13-22,24H2,1-2H3;1H/t32-;/m0./s1",C32H43Cl3N4O3,638.07,636.2400744,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C,"InChI=1S/C21H28O3/c1-3-20(23)24-19-9-8-18-17-6-4-13-12-14(22)5-7-15(13)16(17)10-11-21(18,19)2/h5,7,12,16-19,22H,3-4,6,8-11H2,1-2H3/t16-,17-,18+,19+,21+/m1/s1",PQCRZWCSVWBYSC-AGRFSFNASA-N,DTXSID4048985,DSSTox_Substance_Id,DTXSID4048985,beta-Estradiol 17-propionate,3758-34-7,PQCRZWCSVWBYSC-AGRFSFNASA-N,"3-Hydroxyestra-1(10),2,4-trien-17beta-yl propanoate","InChI=1S/C21H28O3/c1-3-20(23)24-19-9-8-18-17-6-4-13-12-14(22)5-7-15(13)16(17)10-11-21(18,19)2/h5,7,12,16-19,22H,3-4,6,8-11H2,1-2H3/t16-,17-,18+,19+,21+/m1/s1",C21H28O3,328.452,328.203844762,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
[Cl-].CCCCCCCCCCCCCCCCN1C=C[N+](C)=C1,"InChI=1S/C20H39N2.ClH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22-19-18-21(2)20-22;/h18-20H,3-17H2,1-2H3;1H/q+1;/p-1",ZCPPLZJPPBIWRU-UHFFFAOYSA-M,DTXSID8047923,DSSTox_Substance_Id,DTXSID8047923,1-Hexadecyl-3-methylimidazolium chloride,61546-01-8,ZCPPLZJPPBIWRU-UHFFFAOYSA-M,1-Hexadecyl-3-methyl-1H-imidazol-3-ium chloride,"InChI=1S/C20H39N2.ClH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22-19-18-21(2)20-22;/h18-20H,3-17H2,1-2H3;1H/q+1;/p-1",C20H39ClN2,343.0,342.280177,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
CCCC[Sn](Cl)(Cl)CCCC,"InChI=1S/2C4H9.2ClH.Sn/c2*1-3-4-2;;;/h2*1,3-4H2,2H3;2*1H;/q;;;;+2/p-2",RJGHQTVXGKYATR-UHFFFAOYSA-L,DTXSID8027292,DSSTox_Substance_Id,DTXSID8027292,Dibutyltin dichloride,683-18-1,RJGHQTVXGKYATR-UHFFFAOYSA-L,Dibutyl(dichloro)stannane,"InChI=1S/2C4H9.2ClH.Sn/c2*1-3-4-2;;;/h2*1,3-4H2,2H3;2*1H;/q;;;;+2/p-2",C8H18Cl2Sn,303.84,303.980758,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,"InChI=1S/C26H58NO3Si.ClH/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-24-27(2,3)25-23-26-31(28-4,29-5)30-6;/h7-26H2,1-6H3;1H/q+1;/p-1",WSFMFXQNYPNYGG-UHFFFAOYSA-M,DTXSID4035542,DSSTox_Substance_Id,DTXSID4035542,"N,N-Dimethyl-N-(3-(trimethoxysilyl)propyl) octadecan-1-aminium chloride",27668-52-6,WSFMFXQNYPNYGG-UHFFFAOYSA-M,"N,N-Dimethyl-N-[3-(trimethoxysilyl)propyl]octadecan-1-aminium chloride","InChI=1S/C26H58NO3Si.ClH/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-24-27(2,3)25-23-26-31(28-4,29-5)30-6;/h7-26H2,1-6H3;1H/q+1;/p-1",C26H58ClNO3Si,496.29,495.387449,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
CC1=C2C=C3C=CC4=C5C(C=CC(C2=CC=C1)=C35)=CC=C4,"InChI=1S/C21H14/c1-13-4-2-7-17-18-11-10-15-6-3-5-14-8-9-16(12-19(13)17)21(18)20(14)15/h2-12H,1H3",PYVWGNPFWVQISD-UHFFFAOYSA-N,DTXSID7049340,DSSTox_Substance_Id,DTXSID7049340,7-Methylbenzo(a)pyrene,63041-77-0,PYVWGNPFWVQISD-UHFFFAOYSA-N,7-Methylbenzo[pqr]tetraphene,"InChI=1S/C21H14/c1-13-4-2-7-17-18-11-10-15-6-3-5-14-8-9-16(12-19(13)17)21(18)20(14)15/h2-12H,1H3",C21H14,266.343,266.1095504508,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3/t12-,14-,15-,16-,17-,18-,19-/m0/s1",NVKAWKQGWWIWPM-ABEVXSGRSA-N,DTXSID9022364,DSSTox_Substance_Id,DTXSID9022364,5alpha-Dihydrotestosterone,521-18-6,NVKAWKQGWWIWPM-ABEVXSGRSA-N,17beta-Hydroxy-5alpha-androstan-3-one,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12,14-17,21H,3-11H2,1-2H3/t12-,14-,15-,16-,17-,18-,19-/m0/s1",C19H30O2,290.447,290.224580206,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
Cl[Au](Cl)Cl,InChI=1S/Au.3ClH/h;3*1H/q+3;;;/p-3,RJHLTVSLYWWTEF-UHFFFAOYSA-K,DTXSID4044379,DSSTox_Substance_Id,DTXSID4044379,Gold trichloride,13453-07-1,RJHLTVSLYWWTEF-UHFFFAOYSA-K,Gold(3+) trichloride,InChI=1S/Au.3ClH/h;3*1H/q+3;;;/p-3,AuCl3,303.32,301.873127,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN1CCCN=C1\C=C\C1=CC=CS1,"InChI=1S/C11H14N2S.C4H6O6/c1-13-8-3-7-12-11(13)6-5-10-4-2-9-14-10;5-1(3(7)8)2(6)4(9)10/h2,4-6,9H,3,7-8H2,1H3;1-2,5-6H,(H,7,8)(H,9,10)/b6-5+;/t;1-,2-/m.1/s1",VWRCYAZJKNPEQR-NIEARKAZSA-N,DTXSID4048858,DSSTox_Substance_Id,DTXSID4048858,Pyrantel tartrate,33401-94-4,VWRCYAZJKNPEQR-ODTUVQTANA-N,"(2R,3R)-2,3-Dihydroxybutanedioic acid--1-methyl-2-[(E)-2-(thiophen-2-yl)ethenyl]-1,4,5,6-tetrahydropyrimidine (1/1)","InChI=1/C11H14N2S.C4H6O6/c1-13-8-3-7-12-11(13)6-5-10-4-2-9-14-10;5-1(3(7)8)2(6)4(9)10/h2,4-6,9H,3,7-8H2,1H3;1-2,5-6H,(H,7,8)(H,9,10)/b6-5+;/t;1-,2-/s2",C15H20N2O6S,356.39,356.104207546,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
COC1=CC=C(C(=O)C2=CC=C(O)C=C2)C(OC)=C1,"InChI=1S/C15H14O4/c1-18-12-7-8-13(14(9-12)19-2)15(17)10-3-5-11(16)6-4-10/h3-9,16H,1-2H3",QEHRETCJMLQPCR-UHFFFAOYSA-N,DTXSID4047886,DSSTox_Substance_Id,DTXSID4047886,"4′-Hydroxy-2,4-dimethoxybenzophenone",41351-30-8,QEHRETCJMLQPCR-UHFFFAOYSA-N,"(2,4-Dimethoxyphenyl)(4-hydroxyphenyl)methanone","InChI=1S/C15H14O4/c1-18-12-7-8-13(14(9-12)19-2)15(17)10-3-5-11(16)6-4-10/h3-9,16H,1-2H3",C15H14O4,258.273,258.089208931,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,17+,18+/m1/s1",PROQIPRRNZUXQM-ZXXIGWHRSA-N,DTXSID9022366,DSSTox_Substance_Id,DTXSID9022366,Estriol,50-27-1,PROQIPRRNZUXQM-ZXXIGWHRSA-N,"Estra-1,3,5(10)-triene-3,16alpha,17beta-triol","InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,17+,18+/m1/s1",C18H24O3,288.387,288.172544633,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
OC1=CC2=C(CC3=CC=CC=C23)C=C1,"InChI=1S/C13H10O/c14-11-6-5-10-7-9-3-1-2-4-12(9)13(10)8-11/h1-6,8,14H,7H2",PVUBSZGNXLNTLX-UHFFFAOYSA-N,DTXSID9047540,DSSTox_Substance_Id,DTXSID9047540,3-Hydroxyfluorene,6344-67-8,PVUBSZGNXLNTLX-UHFFFAOYSA-N,9H-Fluoren-3-ol,"InChI=1S/C13H10O/c14-11-6-5-10-7-9-3-1-2-4-12(9)13(10)8-11/h1-6,8,14H,7H2",C13H10O,182.222,182.073164942,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,"InChI=1S/C14H22O/c1-13(2,3)10-14(4,5)11-6-8-12(15)9-7-11/h6-9,15H,10H2,1-5H3",ISAVYTVYFVQUDY-UHFFFAOYSA-N,DTXSID9022360,DSSTox_Substance_Id,DTXSID9022360,"4-(1,1,3,3-Tetramethylbutyl)phenol",140-66-9,ISAVYTVYFVQUDY-UHFFFAOYSA-N,"4-(2,4,4-Trimethylpentan-2-yl)phenol","InChI=1S/C14H22O/c1-13(2,3)10-14(4,5)11-6-8-12(15)9-7-11/h6-9,15H,10H2,1-5H3",C14H22O,206.329,206.167065328,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
[I-].CCN1C(SC2=C1C=CC=C2)=CC=CC=CC1=[N+](CC)C2=C(S1)C=CC=C2,"InChI=1S/C23H23N2S2.HI/c1-3-24-18-12-8-10-14-20(18)26-22(24)16-6-5-7-17-23-25(4-2)19-13-9-11-15-21(19)27-23;/h5-17H,3-4H2,1-2H3;1H/q+1;/p-1",MNQDKWZEUULFPX-UHFFFAOYSA-M,DTXSID8022955,DSSTox_Substance_Id,DTXSID8022955,Dithiazanine iodide,514-73-8,MNQDKWZEUULFPX-UHFFFAOYSA-M,"3-Ethyl-2-[5-(3-ethyl-1,3-benzothiazol-2(3H)-ylidene)penta-1,3-dien-1-yl]-1,3-benzothiazol-3-ium iodide","InChI=1S/C23H23N2S2.HI/c1-3-24-18-12-8-10-14-20(18)26-22(24)16-6-5-7-17-23-25(4-2)19-13-9-11-15-21(19)27-23;/h5-17H,3-4H2,1-2H3;1H/q+1;/p-1",C23H23IN2S2,518.48,518.03474,MOL_FILE,CCD-Batch-Search_2025-07-19_12_25_26.sdf
