SMILES,InChI,InChIKey,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,MOL_FILE,Source_SDF_File
CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=C(F)C=C1C)N1CC[C@@H](O)[C@H]1CO,"InChI=1S/C30H30F7N3O3/c1-16-9-20(31)5-6-21(16)22-13-26(40-8-7-25(42)24(40)15-41)38-14-23(22)39(4)27(43)28(2,3)17-10-18(29(32,33)34)12-19(11-17)30(35,36)37/h5-6,9-14,24-25,41-42H,7-8,15H2,1-4H3/t24-,25-/m1/s1",QOOXCQFWUYVSGU-JWQCQUIFSA-N,DTXSID4048513,DSSTox_Substance_Id,DTXSID4048513,PharmaGSID_48513,825643-57-0,QOOXCQFWUYVSGU-JWQCQUIFSA-N,"2-[3,5-Bis(trifluoromethyl)phenyl]-N-{4-(4-fluoro-2-methylphenyl)-6-[(2R,3R)-3-hydroxy-2-(hydroxymethyl)pyrrolidin-1-yl]pyridin-3-yl}-N,2-dimethylpropanamide","InChI=1S/C30H30F7N3O3/c1-16-9-20(31)5-6-21(16)22-13-26(40-8-7-25(42)24(40)15-41)38-14-23(22)39(4)27(43)28(2,3)17-10-18(29(32,33)34)12-19(11-17)30(35,36)37/h5-6,9-14,24-25,41-42H,7-8,15H2,1-4H3/t24-,25-/m1/s1",C30H30F7N3O3,613.577,613.217538979,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,"InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3",FSCWZHGZWWDELK-UHFFFAOYSA-N,DTXSID4022361,DSSTox_Substance_Id,DTXSID4022361,Vinclozolin,50471-44-8,FSCWZHGZWWDELK-UHFFFAOYSA-N,"3-(3,5-Dichlorophenyl)-5-ethenyl-5-methyl-1,3-oxazolidine-2,4-dione","InChI=1/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3",C12H9Cl2NO3,286.11,284.9959486,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCCC2)C=CC(=C1)C(=O)NC1CCN(C)CC1,"InChI=1S/C27H35F2N7O3/c1-34-12-10-18(11-13-34)31-24(37)17-8-9-20(22(14-17)39-3)32-26-30-15-21-23(33-26)36(19-6-4-5-7-19)16-27(28,29)25(38)35(21)2/h8-9,14-15,18-19H,4-7,10-13,16H2,1-3H3,(H,31,37)(H,30,32,33)",DJNZZLZKAXGMMC-UHFFFAOYSA-N,DTXSID4048511,DSSTox_Substance_Id,DTXSID4048511,Ro 3280,1062243-51-9,DJNZZLZKAXGMMC-UHFFFAOYSA-N,"4-[(9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide","InChI=1S/C27H35F2N7O3/c1-34-12-10-18(11-13-34)31-24(37)17-8-9-20(22(14-17)39-3)32-26-30-15-21-23(33-26)36(19-6-4-5-7-19)16-27(28,29)25(38)35(21)2/h8-9,14-15,18-19H,4-7,10-13,16H2,1-3H3,(H,31,37)(H,30,32,33)",C27H35F2N7O3,543.62,543.276944341,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
OC1=C(I)C=C(C=C1I)[N+]([O-])=O,"InChI=1S/C6H3I2NO3/c7-4-1-3(9(11)12)2-5(8)6(4)10/h1-2,10H",UVGTXNPVQOQFQW-UHFFFAOYSA-N,DTXSID4046573,DSSTox_Substance_Id,DTXSID4046573,"2,6-Diiodo-4-nitrophenol",305-85-1,UVGTXNPVQOQFQW-UHFFFAOYSA-N,"2,6-Diiodo-4-nitrophenol","InChI=1S/C6H3I2NO3/c7-4-1-3(9(11)12)2-5(8)6(4)10/h1-2,10H",C6H3I2NO3,390.903,390.82023,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,"InChI=1S/C19H17ClN4/c20-18-8-6-16(7-9-18)10-11-19(12-21,13-24-15-22-14-23-24)17-4-2-1-3-5-17/h1-9,14-15H,10-11,13H2",RQDJADAKIFFEKQ-UHFFFAOYSA-N,DTXSID8032548,DSSTox_Substance_Id,DTXSID8032548,"4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",114369-43-6,RQDJADAKIFFEKQ-UHFFFAOYSA-N,"4-(4-Chlorophenyl)-2-phenyl-2-[(1H-1,2,4-triazol-1-yl)methyl]butanenitrile","InChI=1/C19H17ClN4/c20-18-8-6-16(7-9-18)10-11-19(12-21,13-24-15-22-14-23-24)17-4-2-1-3-5-17/h1-9,14-15H,10-11,13H2",C19H17ClN4,336.82,336.1141743,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
ClC1=CC=CC(NN=C(C#N)C#N)=C1,"InChI=1S/C9H5ClN4/c10-7-2-1-3-8(4-7)13-14-9(5-11)6-12/h1-4,13H",UGTJLJZQQFGTJD-UHFFFAOYSA-N,DTXSID7040990,DSSTox_Substance_Id,DTXSID7040990,Carbonyl cyanide chlorophenylhydrazone,555-60-2,UGTJLJZQQFGTJD-UHFFFAOYSA-N,(3-Chlorophenyl)carbonohydrazonoyl dicyanide,"InChI=1S/C9H5ClN4/c10-7-2-1-3-8(4-7)13-14-9(5-11)6-12/h1-4,13H",C9H5ClN4,204.62,204.0202739,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1,"InChI=1S/C23H23BrCl2N4O/c1-2-18-21(23(31)28-29-12-4-3-5-13-29)27-30(20-11-10-17(25)14-19(20)26)22(18)15-6-8-16(24)9-7-15/h6-11,14H,2-5,12-13H2,1H3,(H,28,31)",HMXDWDSNPRNUKI-UHFFFAOYSA-N,DTXSID2047357,DSSTox_Substance_Id,DTXSID2047357,Surinabant,288104-79-0,HMXDWDSNPRNUKI-UHFFFAOYSA-N,"5-(4-Bromophenyl)-1-(2,4-dichlorophenyl)-4-ethyl-N-(piperidin-1-yl)-1H-pyrazole-3-carboxamide","InChI=1S/C23H23BrCl2N4O/c1-2-18-21(23(31)28-29-12-4-3-5-13-29)27-30(20-11-10-17(25)14-19(20)26)22(18)15-6-8-16(24)9-7-15/h6-11,14H,2-5,12-13H2,1H3,(H,28,31)",C23H23BrCl2N4O,522.27,520.04323,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,"InChI=1S/C17H22N2O3S2/c1-12-9-14(5-8-17(12)23-4)22-16-7-6-15(24(18,20)21)10-13(16)11-19(2)3/h5-10H,11H2,1-4H3,(H2,18,20,21)",QIWQQMZFTOCFGF-UHFFFAOYSA-N,DTXSID0047290,DSSTox_Substance_Id,DTXSID0047290,UK-416244,402910-27-4,QIWQQMZFTOCFGF-UHFFFAOYSA-N,3-[(Dimethylamino)methyl]-4-[3-methyl-4-(methylsulfanyl)phenoxy]benzene-1-sulfonamide,"InChI=1S/C17H22N2O3S2/c1-12-9-14(5-8-17(12)23-4)22-16-7-6-15(24(18,20)21)10-13(16)11-19(2)3/h5-10H,11H2,1-4H3,(H2,18,20,21)",C17H22N2O3S2,366.49,366.107184924,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
OCC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,"InChI=1S/C14H12Cl2O/c15-12-5-1-10(2-6-12)14(9-17)11-3-7-13(16)8-4-11/h1-8,14,17H,9H2",ZVIDYKRNLNAXFT-UHFFFAOYSA-N,DTXSID5041308,DSSTox_Substance_Id,DTXSID5041308,"2,2-Bis(4-chlorophenyl)ethanol",2642-82-2,ZVIDYKRNLNAXFT-UHFFFAOYSA-N,"2,2-Bis(4-chlorophenyl)ethan-1-ol","InChI=1S/C14H12Cl2O/c15-12-5-1-10(2-6-12)14(9-17)11-3-7-13(16)8-4-11/h1-8,14,17H,9H2",C14H12Cl2O,267.15,266.0265204,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
CCCCCC1=CC=CO1,"InChI=1S/C9H14O/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3",YVBAUDVGOFCUSG-UHFFFAOYSA-N,DTXSID9047679,DSSTox_Substance_Id,DTXSID9047679,2-Pentylfuran,3777-69-3,YVBAUDVGOFCUSG-UHFFFAOYSA-N,2-Pentylfuran,"InChI=1S/C9H14O/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3",C9H14O,138.21,138.104465071,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
Cl.CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,"InChI=1S/C32H42Cl2N4O3.ClH/c1-35(2)30(40)31(38-16-7-4-8-17-38)13-18-36(19-14-31)20-15-32(26-11-12-27(33)28(34)23-26)24-37(21-22-41-32)29(39)25-9-5-3-6-10-25;/h3,5-6,9-12,23H,4,7-8,13-22,24H2,1-2H3;1H/t32-;/m0./s1",WOWWMEJZBIHYNI-UCRKPPETSA-N,DTXSID2047353,DSSTox_Substance_Id,DTXSID2047353,SSR 241586 HCl,NOCAS_47353,WOWWMEJZBIHYNI-UCRKPPETSA-N,"1'-{2-[(2R)-4-Benzoyl-2-(3,4-dichlorophenyl)morpholin-2-yl]ethyl}-N,N-dimethyl[1,4'-bipiperidine]-4'-carboxamide--hydrogen chloride (1/1)","InChI=1S/C32H42Cl2N4O3.ClH/c1-35(2)30(40)31(38-16-7-4-8-17-38)13-18-36(19-14-31)20-15-32(26-11-12-27(33)28(34)23-26)24-37(21-22-41-32)29(39)25-9-5-3-6-10-25;/h3,5-6,9-12,23H,4,7-8,13-22,24H2,1-2H3;1H/t32-;/m0./s1",C32H43Cl3N4O3,638.07,636.2400744,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F,"InChI=1S/C18H14F2N4O/c1-10(2)18-23-22-15-6-3-11(8-24(15)18)17-16(21-9-25-17)13-7-12(19)4-5-14(13)20/h3-10H,1-2H3",UACOXBQBNWQWOK-UHFFFAOYSA-N,DTXSID0047294,DSSTox_Substance_Id,DTXSID0047294,CP-863187,668981-02-0,UACOXBQBNWQWOK-UHFFFAOYSA-N,"6-[4-(2,5-Difluorophenyl)-1,3-oxazol-5-yl]-3-(propan-2-yl)[1,2,4]triazolo[4,3-a]pyridine","InChI=1S/C18H14F2N4O/c1-10(2)18-23-22-15-6-3-11(8-24(15)18)17-16(21-9-25-17)13-7-12(19)4-5-14(13)20/h3-10H,1-2H3",C18H14F2N4O,340.334,340.113567413,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12)OC(=O)CCC,"InChI=1S/C33H44N4O10/c1-7-11-25(38)44-18-24(46-27(40)13-9-3)30(47-28(41)14-10-4)23(45-26(39)12-8-2)17-37-22-16-20(6)19(5)15-21(22)34-29-31(37)35-33(43)36-32(29)42/h15-16,23-24,30H,7-14,17-18H2,1-6H3,(H,36,42,43)/t23-,24+,30-/m0/s1",MJNIWUJSIGSWKK-BBANNHEPSA-N,DTXSID6046892,DSSTox_Substance_Id,DTXSID6046892,Riboflavin tetrabutyrate,752-56-7,MJNIWUJSIGSWKK-BBANNHEPSA-N,"2,3,4,5-Tetra-O-butanoyl-1-deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)-D-ribitol","InChI=1S/C33H44N4O10/c1-7-11-25(38)44-18-24(46-27(40)13-9-3)30(47-28(41)14-10-4)23(45-26(39)12-8-2)17-37-22-16-20(6)19(5)15-21(22)34-29-31(37)35-33(43)36-32(29)42/h15-16,23-24,30H,7-14,17-18H2,1-6H3,(H,36,42,43)/t23-,24+,30-/m0/s1",C33H44N4O10,656.733,656.305743633,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
CC(=CC1=CC=CC=C1)[N+]([O-])=O,"InChI=1S/C9H9NO2/c1-8(10(11)12)7-9-5-3-2-4-6-9/h2-7H,1H3",WGSVFWFSJDAYBM-UHFFFAOYSA-N,DTXSID1041188,DSSTox_Substance_Id,DTXSID1041188,1-Phenyl-2-nitropropene,705-60-2,WGSVFWFSJDAYBM-UHFFFAOYSA-N,(2-Nitroprop-1-en-1-yl)benzene,"InChI=1S/C9H9NO2/c1-8(10(11)12)7-9-5-3-2-4-6-9/h2-7H,1H3",C9H9NO2,163.176,163.063328534,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,"InChI=1S/C19H30O5/c1-14-15(12-10-8-6-4-5-7-9-11-13-20)17(22)19(24-3)18(23-2)16(14)21/h20H,4-13H2,1-3H3",JGPMMRGNQUBGND-UHFFFAOYSA-N,DTXSID0040678,DSSTox_Substance_Id,DTXSID0040678,Idebenone,58186-27-9,JGPMMRGNQUBGND-UHFFFAOYSA-N,"2-(10-Hydroxydecyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione","InChI=1S/C19H30O5/c1-14-15(12-10-8-6-4-5-7-9-11-13-20)17(22)19(24-3)18(23-2)16(14)21/h20H,4-13H2,1-3H3",C19H30O5,338.444,338.209324066,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
OS(O)(=O)=O.OS(O)(=O)=O.NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H]1O,"InChI=1S/C21H41N5O12.2H2O4S/c22-2-1-8(28)19(34)26-7-3-6(24)17(37-20-11(25)15(32)13(30)9(4-23)35-20)18(12(7)29)38-21-16(33)14(31)10(5-27)36-21;2*1-5(2,3)4/h6-18,20-21,27-33H,1-5,22-25H2,(H,26,34);2*(H2,1,2,3,4)/t6-,7+,8-,9+,10+,11+,12-,13+,14+,15+,16+,17+,18+,20+,21-;;/m0../s1",JBEJXNWZBGTDKN-FYDFBJBJSA-N,DTXSID4045476,DSSTox_Substance_Id,DTXSID4045476,Butirosin disulfate,51022-98-1,JBEJXNWZBGTDKN-FYDFBJBJSA-N,"Sulfuric acid--(2S)-4-amino-N-[(1R,2S,3R,4R,5S)-5-amino-4-[(2,6-diamino-2,6-dideoxy-alpha-D-glucopyranosyl)oxy]-2-hydroxy-3-(beta-D-ribofuranosyloxy)cyclohexyl]-2-hydroxybutanamide (2/1)","InChI=1S/C21H41N5O12.2H2O4S/c22-2-1-8(28)19(34)26-7-3-6(24)17(37-20-11(25)15(32)13(30)9(4-23)35-20)18(12(7)29)38-21-16(33)14(31)10(5-27)36-21;2*1-5(2,3)4/h6-18,20-21,27-33H,1-5,22-25H2,(H,26,34);2*(H2,1,2,3,4)/t6-,7+,8-,9+,10+,11+,12-,13+,14+,15+,16+,17+,18+,20+,21-;;/m0../s1",C21H45N5O20S2,751.73,751.209931217,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
Cl.CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,"InChI=1S/C19H24N2.ClH/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21;/h3-6,8-11H,7,12-15H2,1-2H3;1H",XZZXIYZZBJDEEP-UHFFFAOYSA-N,DTXSID7040738,DSSTox_Substance_Id,DTXSID7040738,Imipramine hydrochloride,113-52-0,XZZXIYZZBJDEEP-UHFFFAOYSA-N,"3-(10,11-Dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine--hydrogen chloride (1/1)","InChI=1S/C19H24N2.ClH/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21;/h3-6,8-11H,7,12-15H2,1-2H3;1H",C19H25ClN2,316.87,316.1706265,MOL_FILE,CCD-Batch-Search_2025-07-19_12_28_49.sdf
