SMILES,InChI,InChIKey,INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,MOL_FILE,Source_SDF_File
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-N,DTXSID4022367,DSSTox_Substance_Id,DTXSID4022367,Estrone,53-16-7,DNXHEGUUPJUMQT-CBZIJGRNSA-N,"3-Hydroxyestra-1,3,5(10)-trien-17-one","InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",C18H22O2,270.372,270.161979948,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC1=C(F)C=CC=C1F,"InChI=1S/C12H9F2N5O2S/c1-7-5-6-19-11(15-7)16-12(17-19)22(20,21)18-10-8(13)3-2-4-9(10)14/h2-6,18H,1H3",RXCPQSJAVKGONC-UHFFFAOYSA-N,DTXSID4032615,DSSTox_Substance_Id,DTXSID4032615,Flumetsulam,98967-40-9,RXCPQSJAVKGONC-UHFFFAOYSA-N,"N-(2,6-Difluorophenyl)-5-methyl[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide","InChI=1S/C12H9F2N5O2S/c1-7-5-6-19-11(15-7)16-12(17-19)22(20,21)18-10-8(13)3-2-4-9(10)14/h2-6,18H,1H3",C12H9F2N5O2S,325.29,325.04450205,MOL_FILE,NVS_NR_mERa-ESR1.sdf
COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCCC2)C=CC(=C1)C(=O)NC1CCN(C)CC1,"InChI=1S/C27H35F2N7O3/c1-34-12-10-18(11-13-34)31-24(37)17-8-9-20(22(14-17)39-3)32-26-30-15-21-23(33-26)36(19-6-4-5-7-19)16-27(28,29)25(38)35(21)2/h8-9,14-15,18-19H,4-7,10-13,16H2,1-3H3,(H,31,37)(H,30,32,33)",DJNZZLZKAXGMMC-UHFFFAOYSA-N,DTXSID4048511,DSSTox_Substance_Id,DTXSID4048511,Ro 3280,1062243-51-9,DJNZZLZKAXGMMC-UHFFFAOYSA-N,"4-[(9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino]-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide","InChI=1S/C27H35F2N7O3/c1-34-12-10-18(11-13-34)31-24(37)17-8-9-20(22(14-17)39-3)32-26-30-15-21-23(33-26)36(19-6-4-5-7-19)16-27(28,29)25(38)35(21)2/h8-9,14-15,18-19H,4-7,10-13,16H2,1-3H3,(H,31,37)(H,30,32,33)",C27H35F2N7O3,543.62,543.276944341,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CCCCCCCC\C=C/CCCCCCCC(O)=O,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",ZQPPMHVWECSIRJ-KTKRTIGZSA-N,DTXSID1025809,DSSTox_Substance_Id,DTXSID1025809,Oleic acid,112-80-1,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,(9Z)-Octadec-9-enoic acid,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",C18H34O2,282.468,282.255880335,MOL_FILE,NVS_NR_mERa-ESR1.sdf
OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,"InChI=1S/C19H24N4O2.2C2H6O4S/c20-18(21)14-4-8-16(9-5-14)24-12-2-1-3-13-25-17-10-6-15(7-11-17)19(22)23;2*3-1-2-7(4,5)6/h4-11H,1-3,12-13H2,(H3,20,21)(H3,22,23);2*3H,1-2H2,(H,4,5,6)",YBVNFKZSMZGRAD-UHFFFAOYSA-N,DTXSID5023796,DSSTox_Substance_Id,DTXSID5023796,Pentamidine isethionate,140-64-7,YBVNFKZSMZGRAD-UHFFFAOYSA-N,"2-Hydroxyethane-1-sulfonic acid--4,4'-[pentane-1,5-diylbis(oxy)]di(benzene-1-carboximidamide) (2/1)","InChI=1S/C19H24N4O2.2C2H6O4S/c20-18(21)14-4-8-16(9-5-14)24-12-2-1-3-13-25-17-10-6-15(7-11-17)19(22)23;2*3-1-2-7(4,5)6/h4-11H,1-3,12-13H2,(H3,20,21)(H3,22,23);2*3H,1-2H2,(H,4,5,6)",C23H36N4O10S2,592.68,592.187285723,MOL_FILE,NVS_NR_mERa-ESR1.sdf
NC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(N)C=C1Cl,"InChI=1S/C12H8Cl4N2/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,17-18H2",UXOXUHMFQZEAFR-UHFFFAOYSA-N,DTXSID7021314,DSSTox_Substance_Id,DTXSID7021314,"2,2',5,5'-Tetrachlorobenzidine",15721-02-5,UXOXUHMFQZEAFR-UHFFFAOYSA-N,"2,2',5,5'-Tetrachloro[1,1'-biphenyl]-4,4'-diamine","InChI=1S/C12H8Cl4N2/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,17-18H2",C12H8Cl4N2,322.01,319.9441591,MOL_FILE,NVS_NR_mERa-ESR1.sdf
O[C@@H]1[C@@H](CC2=CC=C(C=C2)C2=CC=CC=C2)COC2=C1C=CC(=C2)C1(CCCC1)C(O)=O,"InChI=1S/C28H28O4/c29-26-22(16-19-8-10-21(11-9-19)20-6-2-1-3-7-20)18-32-25-17-23(12-13-24(25)26)28(27(30)31)14-4-5-15-28/h1-3,6-13,17,22,26,29H,4-5,14-16,18H2,(H,30,31)/t22-,26+/m0/s1",KMNLXCBYBKHKSK-BKMJKUGQSA-N,DTXSID7047308,DSSTox_Substance_Id,DTXSID7047308,CP-105696,158081-99-3,KMNLXCBYBKHKSK-BKMJKUGQSA-N,"1-{(3S,4R)-3-[([1,1'-Biphenyl]-4-yl)methyl]-4-hydroxy-3,4-dihydro-2H-1-benzopyran-7-yl}cyclopentane-1-carboxylic acid","InChI=1S/C28H28O4/c29-26-22(16-19-8-10-21(11-9-19)20-6-2-1-3-7-20)18-32-25-17-23(12-13-24(25)26)28(27(30)31)14-4-5-15-28/h1-3,6-13,17,22,26,29H,4-5,14-16,18H2,(H,30,31)/t22-,26+/m0/s1",C28H28O4,428.528,428.198759382,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CCCCCCOC1=CC=C(O)C=C1,"InChI=1S/C12H18O2/c1-2-3-4-5-10-14-12-8-6-11(13)7-9-12/h6-9,13H,2-5,10H2,1H3",XIIIHRLCKLSYNH-UHFFFAOYSA-N,DTXSID4048195,DSSTox_Substance_Id,DTXSID4048195,4-(Hexyloxy)phenol,18979-55-0,XIIIHRLCKLSYNH-UHFFFAOYSA-N,4-(Hexyloxy)phenol,"InChI=1S/C12H18O2/c1-2-3-4-5-10-14-12-8-6-11(13)7-9-12/h6-9,13H,2-5,10H2,1H3",C12H18O2,194.274,194.13067982,MOL_FILE,NVS_NR_mERa-ESR1.sdf
OC1=CC=C(C=C1)C1=CC=CC=C1,"InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",YXVFYQXJAXKLAK-UHFFFAOYSA-N,DTXSID7021152,DSSTox_Substance_Id,DTXSID7021152,4-Phenylphenol,92-69-3,YXVFYQXJAXKLAK-UHFFFAOYSA-N,"[1,1'-Biphenyl]-4-ol","InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",C12H10O,170.211,170.073164942,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(/CC)C1=CC=C(OC(=O)CC)C=C1,"InChI=1S/C24H28O4/c1-5-21(17-9-13-19(14-10-17)27-23(25)7-3)22(6-2)18-11-15-20(16-12-18)28-24(26)8-4/h9-16H,5-8H2,1-4H3/b22-21+",VZMLEMYJUIIHNF-QURGRASLSA-N,DTXSID7047146,DSSTox_Substance_Id,DTXSID7047146,Diethylstilbestrol dipropionate,130-80-3,VZMLEMYJUIIHNF-QURGRASLSA-N,"[(3E)-Hex-3-ene-3,4-diyl]di(4,1-phenylene) dipropanoate","InChI=1S/C24H28O4/c1-5-21(17-9-13-19(14-10-17)27-23(25)7-3)22(6-2)18-11-15-20(16-12-18)28-24(26)8-4/h9-16H,5-8H2,1-4H3/b22-21+",C24H28O4,380.484,380.198759382,MOL_FILE,NVS_NR_mERa-ESR1.sdf
O=NC1=CC=C(NC2=CC=CC=C2)C=C1,"InChI=1S/C12H10N2O/c15-14-12-8-6-11(7-9-12)13-10-4-2-1-3-5-10/h1-9,13H",OIJHFHYPXWSVPF-UHFFFAOYSA-N,DTXSID1021031,DSSTox_Substance_Id,DTXSID1021031,4-Nitrosodiphenylamine,156-10-5,OIJHFHYPXWSVPF-UHFFFAOYSA-N,4-Nitroso-N-phenylaniline,"InChI=1S/C12H10N2O/c15-14-12-8-6-11(7-9-12)13-10-4-2-1-3-5-10/h1-9,13H",C12H10N2O,198.225,198.07931295,MOL_FILE,NVS_NR_mERa-ESR1.sdf
OC1=C(C=CC=C1)[N+]([O-])=O,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",IQUPABOKLQSFBK-UHFFFAOYSA-N,DTXSID1021790,DSSTox_Substance_Id,DTXSID1021790,2-Nitrophenol,88-75-5,IQUPABOKLQSFBK-UHFFFAOYSA-N,2-Nitrophenol,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",C6H5NO3,139.11,139.026943025,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",OYHQOLUKZRVURQ-HZJYTTRNSA-N,DTXSID2025505,DSSTox_Substance_Id,DTXSID2025505,Linoleic acid,60-33-3,OYHQOLUKZRVURQ-HZJYTTRNSA-N,"(9Z,12Z)-Octadeca-9,12-dienoic acid","InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-",C18H32O2,280.452,280.24023027,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C,"InChI=1S/C17H22N2O3S2/c1-12-9-14(5-8-17(12)23-4)22-16-7-6-15(24(18,20)21)10-13(16)11-19(2)3/h5-10H,11H2,1-4H3,(H2,18,20,21)",QIWQQMZFTOCFGF-UHFFFAOYSA-N,DTXSID0047290,DSSTox_Substance_Id,DTXSID0047290,UK-416244,402910-27-4,QIWQQMZFTOCFGF-UHFFFAOYSA-N,3-[(Dimethylamino)methyl]-4-[3-methyl-4-(methylsulfanyl)phenoxy]benzene-1-sulfonamide,"InChI=1S/C17H22N2O3S2/c1-12-9-14(5-8-17(12)23-4)22-16-7-6-15(24(18,20)21)10-13(16)11-19(2)3/h5-10H,11H2,1-4H3,(H2,18,20,21)",C17H22N2O3S2,366.49,366.107184924,MOL_FILE,NVS_NR_mERa-ESR1.sdf
OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O,"InChI=1S/C13H10O5/c14-7-1-3-9(11(16)5-7)13(18)10-4-2-8(15)6-12(10)17/h1-6,14-17H",WXNRYSGJLQFHBR-UHFFFAOYSA-N,DTXSID5041306,DSSTox_Substance_Id,DTXSID5041306,"2,2',4,4'-Tetrahydroxybenzophenone",131-55-5,WXNRYSGJLQFHBR-UHFFFAOYSA-N,"Bis(2,4-dihydroxyphenyl)methanone","InChI=1S/C13H10O5/c14-7-1-3-9(11(16)5-7)13(18)10-4-2-8(15)6-12(10)17/h1-6,14-17H",C13H10O5,246.218,246.052823422,MOL_FILE,NVS_NR_mERa-ESR1.sdf
Cl.CN(C)C(=O)C1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,"InChI=1S/C32H42Cl2N4O3.ClH/c1-35(2)30(40)31(38-16-7-4-8-17-38)13-18-36(19-14-31)20-15-32(26-11-12-27(33)28(34)23-26)24-37(21-22-41-32)29(39)25-9-5-3-6-10-25;/h3,5-6,9-12,23H,4,7-8,13-22,24H2,1-2H3;1H/t32-;/m0./s1",WOWWMEJZBIHYNI-UCRKPPETSA-N,DTXSID2047353,DSSTox_Substance_Id,DTXSID2047353,SSR 241586 HCl,NOCAS_47353,WOWWMEJZBIHYNI-UCRKPPETSA-N,"1'-{2-[(2R)-4-Benzoyl-2-(3,4-dichlorophenyl)morpholin-2-yl]ethyl}-N,N-dimethyl[1,4'-bipiperidine]-4'-carboxamide--hydrogen chloride (1/1)","InChI=1S/C32H42Cl2N4O3.ClH/c1-35(2)30(40)31(38-16-7-4-8-17-38)13-18-36(19-14-31)20-15-32(26-11-12-27(33)28(34)23-26)24-37(21-22-41-32)29(39)25-9-5-3-6-10-25;/h3,5-6,9-12,23H,4,7-8,13-22,24H2,1-2H3;1H/t32-;/m0./s1",C32H43Cl3N4O3,638.07,636.2400744,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CCCCCCCCN1SC(Cl)=C(Cl)C1=O,"InChI=1S/C11H17Cl2NOS/c1-2-3-4-5-6-7-8-14-11(15)9(12)10(13)16-14/h2-8H2,1H3",PORQOHRXAJJKGK-UHFFFAOYSA-N,DTXSID5032315,DSSTox_Substance_Id,DTXSID5032315,"4,5-Dichloro-2-octyl-3(2H)-isothiazolone",64359-81-5,PORQOHRXAJJKGK-UHFFFAOYSA-N,"4,5-Dichloro-2-octyl-1,2-thiazol-3(2H)-one","InChI=1S/C11H17Cl2NOS/c1-2-3-4-5-6-7-8-14-11(15)9(12)10(13)16-14/h2-8H2,1H3",C11H17Cl2NOS,282.22,281.0407907,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CC(C)(C)C1=CC=C(O)C=C1,"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",QHPQWRBYOIRBIT-UHFFFAOYSA-N,DTXSID1020221,DSSTox_Substance_Id,DTXSID1020221,"4-(1,1-Dimethylethyl)phenol",98-54-4,QHPQWRBYOIRBIT-UHFFFAOYSA-N,4-tert-Butylphenol,"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",C10H14O,150.221,150.104465071,MOL_FILE,NVS_NR_mERa-ESR1.sdf
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,"InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",JWBOIMRXGHLCPP-UHFFFAOYSA-N,DTXSID9020372,DSSTox_Substance_Id,DTXSID9020372,Mitotane,53-19-0,JWBOIMRXGHLCPP-UHFFFAOYSA-N,"1-Chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene","InChI=1/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H",C14H10Cl4,320.03,317.9536611,MOL_FILE,NVS_NR_mERa-ESR1.sdf
[H]C1=CC(O)=CC2=C1C(=O)C(=CO2)C1=CC=C(O)C=C1,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",ZQSIJRDFPHDXIC-UHFFFAOYSA-N,DTXSID9022310,DSSTox_Substance_Id,DTXSID9022310,Daidzein,486-66-8,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,7-Hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",C15H10O4,254.241,254.057908802,MOL_FILE,NVS_NR_mERa-ESR1.sdf
OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",KJFMBFZCATUALV-UHFFFAOYSA-N,DTXSID0021125,DSSTox_Substance_Id,DTXSID0021125,Phenolphthalein,77-09-8,KJFMBFZCATUALV-UHFFFAOYSA-N,"3,3-Bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one","InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",C20H14O4,318.328,318.089208931,MOL_FILE,NVS_NR_mERa-ESR1.sdf
N/A,,,DTXSID1027891,DSSTox_Substance_Id,DTXSID1027891,Calcium dodecylbenzene sulfonate,26264-06-2,N/A,N/A,N/A,N/A,N/A,N/A,MOL_FILE,NVS_NR_mERa-ESR1.sdf
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,"InChI=1S/C14H11Cl3O2/c15-14(16,17)13(9-1-5-11(18)6-2-9)10-3-7-12(19)8-4-10/h1-8,13,18-19H",IUGDILGOLSSKNE-UHFFFAOYSA-N,DTXSID8022325,DSSTox_Substance_Id,DTXSID8022325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",2971-36-0,IUGDILGOLSSKNE-UHFFFAOYSA-N,"4,4'-(2,2,2-Trichloroethane-1,1-diyl)diphenol","InChI=1S/C14H11Cl3O2/c15-14(16,17)13(9-1-5-11(18)6-2-9)10-3-7-12(19)8-4-10/h1-8,13,18-19H",C14H11Cl3O2,317.59,315.9824627,MOL_FILE,NVS_NR_mERa-ESR1.sdf
CCCCCCCCCCCCCOP(O)(O)=O,"InChI=1S/C13H29O4P/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-18(14,15)16/h2-13H2,1H3,(H2,14,15,16)",GAJQCIFYLSXSEZ-UHFFFAOYSA-N,DTXSID0042169,DSSTox_Substance_Id,DTXSID0042169,Monotridecyl phosphate,5116-94-9,GAJQCIFYLSXSEZ-UHFFFAOYSA-N,Tridecyl dihydrogen phosphate,"InChI=1S/C13H29O4P/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-18(14,15)16/h2-13H2,1H3,(H2,14,15,16)",C13H29O4P,280.345,280.180346412,MOL_FILE,NVS_NR_mERa-ESR1.sdf
