DTXSID,preferredName,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0023371,Nisoldipine,63675-72-9,C20H24N2O6,388.163437,115,322,36,Active,72.1485118367216,3.60742559183608,29.1268423110029,1.46429340459882
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0024002,Fenpropathrin,39515-41-8,C22H23NO3,349.167794,115,677,17,Active,28.3563323891827,1.41781661945913,49.0873603306862,1.69096967857288
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025076,"1,8-Dihydroxy-4,5-dinitroanthraquinone",81-55-0,C14H6N2O8,330.012415,133,234,57,Active,113.784043681647,5.68920218408237,26.8537323386094,1.42900465582375
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025234,Eosin,17372-87-1,C20H6Br4Na2O5,687.674414,91,360,25,Active,84.0682233556204,4.20341116778102,25.3305699323602,1.40364496143265
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025812,Olivetol,500-66-3,C11H16O2,180.11503,66,319,21,Active,68.8904426532254,3.44452213266127,74.7396825368073,1.87355124881459
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025600,Methylene Blue trihydrate,7220-79-3,C16H24ClN3O3S,373.12269,83,234,35,Active,34.7376076310403,1.73688038155202,14.9430626421143,1.17443961704146
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0025997,13-cis-Retinal,472-86-6,C20H28O,284.214016,90,234,38,Active,64.8029896942031,3.24014948471016,66.4127370494174,1.82225137906378
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026040,C.I. Solvent Black 5,11099-03-9,C8H19ClN2O,194.118591,145,234,62,Active,70.2298033677425,3.51149016838713,4.62377909534614,0.664997077150381
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026208,"2,3,5-Trichlorophenol",933-78-8,C6H3Cl3O,195.924948,44,234,19,Active,32.2023437563181,1.6101171878159,30.3885449925405,1.48270990650185
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027143,3-(Trifluoromethyl)phenyl isocyanate,329-01-1,C8H4F3NO,187.024498,29,234,12,Active,64.0701416691495,3.20350708345747,69.1038664648646,1.83950234748097
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027771,"N-(1-Methylheptyl)-N'-phenyl-1,4-benzenediamine",15233-47-3,C20H28N2,296.225249,92,319,29,Active,73.0778956728562,3.65389478364281,54.7637364300827,1.73849307159505
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027721,4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline,10081-67-1,C30H31N,405.24565,43,362,12,Active,31.8740895780665,1.59370447890332,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027773,Trimethylolpropane triacrylate,15625-89-5,C15H20O6,296.125988,250,433,58,Active,72.3553306947057,3.61776653473528,23.9418161222287,1.37915709101387
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0032520,Azoxystrobin,131860-33-8,C22H17N3O5,403.116821,253,836,30,Active,77.7143770261069,3.88571885130534,28.6763639171612,1.45752408315953
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0032572,Prallethrin,23031-36-9,C19H24O3,300.172545,210,782,27,Active,62.4324462404422,3.12162231202211,75.3061426503119,1.87683040263271
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0032651,Thidiazuron,51707-55-2,C9H8N4OS,220.041882,149,690,22,Active,37.0681580077648,1.85340790038824,40,1.60205999132796
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0033382,Daunomycin hydrochloride,23541-50-6,C27H30ClNO10,563.155824,139,234,59,Active,116.787376714825,5.83936883574126,3.17091799333633,0.501185010396042
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0033960,Rifabutin,72559-06-9,C46H62N4O11,846.441509,56,234,24,Active,66.8520749861286,3.34260374930643,76.8688594613011,1.88575043728967
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0034223,Tebufenpyrad,119168-77-3,C18H24ClN3O,333.16079,302,667,45,Active,53.7494266998135,2.68747133499068,25.0840049687358,1.39939687813004
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0034566,Emamectin benzoate,155569-91-8,, ,486,827,59,Active,52.7424273769134,2.63712136884567,3.08723401615195,0.489569550788042
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0037522,Dialifor,10311-84-9,C14H17ClNO4PS2,393.002515,29,237,12,Active,38.4396240245915,1.92198120122957,56.069344191456,1.74872547645345
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0037734,2-Bromohexadecanoic acid,18263-25-7,C16H31BrO2,334.150743,85,322,26,Active,76.9547691414581,3.84773845707291,61.9620994730297,1.792126124615
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0038887,Fluorescein,2321-07-5,C20H12O5,332.068473,75,489,15,Active,62.7074013974592,3.13537006987296,13.8440508844653,1.14126318689498
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040678,Idebenone,58186-27-9,C19H30O5,338.209324,62,234,26,Active,74.6657178071325,3.73328589035662,38.2351516747344,1.58246281732787
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040599,Everolimus,159351-69-6,C53H83NO14,957.581356,39,93,42,Active,93.6915389781383,4.68457694890691,38.0843851119247,1.58074694812282
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0040757,Ciglitizone,74772-77-3,C18H23NO3S,333.139865,43,234,18,Active,41.6194306487976,2.08097153243988,14.9104237725316,1.17348998681025
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041274,"1-Phenyl-1H-pyrrole-2,5-dione",941-69-5,C10H7NO2,173.047678,151,369,41,Active,66.1026418376998,3.30513209188499,70.8981215035716,1.85063472839264
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041357,"Ethyl (2E,4Z)-deca-2,4-dienoate",3025-30-7,C12H20O2,196.14633,114,357,32,Active,29.0257394129342,1.45128697064671,30.0251791117483,1.47748560681639
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041141,o-(Chloroacetylcarbamoyl)fumagillol,129298-91-5,C19H28ClNO6,401.160515,103,607,17,Active,24.7695001850861,1.23847500925431,0.00775508127609832,-2.11041364626094
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041985,Fluorosalan,4776-06-1,C14H8Br2F3NO2,436.887389,145,323,45,Active,62.33046359454,3.116523179727,30.0212833105074,1.47742925295588
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041567,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",141-22-0,C18H34O3,298.250795,60,360,17,Active,69.6361662985819,3.48180831492909,39.7775921135709,1.59963849011472
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042169,Monotridecyl phosphate,5116-94-9,C13H29O4P,280.180346,39,373,10,Active,43.5506332918505,2.17753166459252,29.6598226810677,1.4721685503045
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0042248,"4,4'-Methylenebis(N,N-diglycidylaniline)",28768-32-3,C25H30N2O4,422.220557,115,319,36,Active,86.8071072653102,4.34035536326551,74.7892154929605,1.87383897768305
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0044367,Tetradonium bromide,1119-97-7,C17H38BrN,335.218763,281,454,62,Active,125.193988296619,6.25969941483093,18.6464518780598,1.27059620470355
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0044525,Phenylmercuric lactate,122-64-5,C9H10HgO3,368.033637,148,237,62,Active,64.1946224270052,3.20973112135026,1.50797115774007,0.178393035065504
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045125,Docebenone,80809-81-0,C21H26O3,326.188195,44,234,19,Active,67.3443667735458,3.36721833867729,37.6423924213252,1.57567721789977
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045173,Mitoxantrone dihydrochloride,70476-82-3,C22H30Cl2N4O6,516.15424,99,234,42,Active,94.7946553036887,4.73973276518443,7.51263934184399,0.875792540229795
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045204,Sanguinarine,2447-54-3,C20H14NO4,332.091734,133,234,57,Active,106.420380990849,5.32101904954244,16.8305984178028,1.22609955774227
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045252,Demeclocycline hydrochloride,64-73-3,C21H22Cl2N2O8,500.075321,7,234,3,Active,31.2788766000913,1.56394383000457,23.3510116987577,1.36830570141903
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045678,Omacetaxine mepesuccinate,26833-87-4,C29H39NO9,545.262482,35,78,45,Active,101.268674846477,5.06343374232383,0.539537489947398,-0.267978372831674
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0045757,Butaclamol hydrochloride,36504-94-6,C25H32ClNO,397.217242,15,78,19,Active,29.6802976870009,1.48401488435004,31.0835953110138,1.49253124608219
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046220,Benmoxin,7654-03-7,C15H16N2O,240.126263,5,78,6,Active,24.2231897713253,1.21115948856627,0.000129678193207462,-3.88713304909643
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046272,Salicylaldehyde isonicotinoylhydrazone,495-84-1,C13H11N3O2,241.085127,45,234,19,Active,25.7217166126434,1.28608583063217,12.2143078702235,1.08686886249578
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046309,Cilnidipine,132203-70-4,C27H28N2O7,492.189651,61,246,25,Active,80.4431674475697,4.02215837237849,34.8199644659874,1.54182832358104
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046565,Xenalipin,84392-17-6,C14H9F3O2,266.055464,4,234,2,Active,30.1754851545676,1.50877425772838,0.000186125301470243,-3.73019458580521
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046648,Calcipotriene,112965-21-6,C27H40O3,412.297745,93,234,40,Active,82.1014095515781,4.1050704775789,22.2788892898208,1.34789353536498
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0046858,2-Dodecylisoquinolinium tosylate,5412-37-3,C28H39NO3S,469.265065,41,78,53,Active,54.7793516453056,2.73896758226528,4.57605352312504,0.660491095475073
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047111,Sclareol,515-03-7,C20H36O2,308.27153,121,321,38,Active,71.7509814443394,3.58754907221697,66.9711026988,1.82588744978076
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047242,"2,4-Diaminoanisole sulfate hydrate (1:1:x)",123333-56-2,, ,69,237,29,Active,71.7532873213589,3.58766436606795,38.0247557152023,1.58006643266901
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047246,Darbufelone mesylate,139340-56-0,C19H28N2O5S2,428.143964,317,626,51,Active,103.607972712609,5.18039863563044,34.5236068830477,1.5381161626971
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047290,UK-416244,402910-27-4,C17H22N2O3S2,366.107185,144,654,22,Active,50.564076637229,2.52820383186145,8.0634415264081,0.90652044092706
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047294,CP-863187,668981-02-0,C18H14F2N4O,340.113567,111,605,18,Active,27.2060442872901,1.36030221436451,58.8529697975605,1.76976838279799
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047371,AVE5638,725228-45-5,C25H23FN2O2,402.174356,404,692,58,Active,101.561576738411,5.07807883692055,63.801933816648,1.80483384225049
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047379,"3-Chloro-2-((3R)-5-chloro-1-(2,4-dimethoxybenzyl)-3-methyl-2-oxo-2,3-dihydro-1H-indol-3-yl)-N-ethyl-N-(3-pyridinylmethyl)benzamide hydrochloride (1:1)",1437319-51-1,C33H32Cl3N3O4,639.14584,300,643,47,Active,60.7940273794414,3.03970136897207,12.6532058265093,1.10220057265605
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047797,Idarubicin hydrochloride,57852-57-0,C26H28ClNO9,533.145259,104,234,44,Active,109.569478231974,5.47847391159872,4.18061300729826,0.62123996746106
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047955,1-Methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,178631-04-4,C14H23F6N3O4S2,475.103418,51,234,22,Active,74.4127680001596,3.72063840000798,14.5761011244336,1.16364137263874
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047957,Octylparaben,1219-38-1,C15H22O3,250.156895,146,394,37,Active,94.0961865764646,4.70480932882323,74.8225365231056,1.87403242692173
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0047953,Trihexyltetradecylphosphonium bromide,654057-97-3,C32H68BrP,562.424202,151,234,65,Active,51.2322278193539,2.5616113909677,1.04263402162709,0.0181318920506637
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048189,Lauryl gallate,1166-52-5,C19H30O5,338.209324,179,365,49,Active,55.4398129303012,2.77199064651506,12.2056513381667,1.08656095991248
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048505,PharmaGSID_48505,NOCAS_48505,C17H12ClN5O2,353.067952,291,623,47,Active,38.8141921139099,1.94070960569549,0.0463941692788995,-1.33353659722781
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048684,Cloflucarban,369-77-7,C14H9Cl2F3N2O,348.004403,120,234,51,Active,42.9481838743597,2.14740919371799,7.13565303347269,0.853433724592331
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048842,Proglumetacin,57132-53-3,C46H58ClN5O8,843.397392,76,234,32,Active,37.3343221092997,1.86671610546499,38.4906072949617,1.58535476333595
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048846,Mosapramine,89419-40-9,C28H35ClN4O,478.249939,95,234,41,Active,61.251957520976,3.0625978760488,34.5977498580239,1.53904785439911
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048688,2-[(4-Chloro-3-methylphenyl)amino]benzoic acid,898128-45-5,C14H12ClNO2,261.055656,21,93,23,Active,63.0760503640707,3.15380251820354,32.968539890061,1.518099713545
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0048977,Eprinomectin B1a,133305-88-1,C50H75NO14,913.518756,38,78,49,Active,90.3094793778174,4.51547396889087,10.5724024140951,1.02417368519131
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049070,Sultopride hydrochloride,23694-17-9,C17H27ClN2O4S,390.138006,3,78,4,Active,30.6000271330687,1.53000135665343,0.000107805779555316,-3.96735795564559
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049078,Sulindac sulfide,49627-27-2,C20H17FO2S,340.093329,27,234,12,Active,62.5306458166476,3.12653229083238,22.2530834919276,1.34739019737294
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0049238,1-Ethylpyridinium bromide,1906-79-2,C7H10BrN,186.999662,63,249,25,Active,89.2850803062082,4.46425401531041,14.3630421011861,1.15724643348822
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020069,o-Aminoazotoluene,97-56-3,C14H15N3,225.126597,308,646,48,Active,85.9913910417959,4.2995695520898,17.1675927185605,1.23470940160581
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020015,1-Acetyl-2-phenylhydrazine,114-83-0,C8H10N2O,150.079313,15,234,6,Active,52.6502875996392,2.63251437998196,1.589854966529,0.201357507899669
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020275,[4-(4-Chlorophenoxy)phenyl]amine,101-79-1,C12H10ClNO,219.045092,25,234,11,Active,56.1285527077659,2.8064276353883,19.9495957060128,1.29993409879836
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020433,"3,3'-Dichlorobenzidine dihydrochloride",612-83-9,C12H12Cl4N2,323.975459,156,477,33,Active,46.8945179205178,2.34472589602589,7.93713144448557,0.899663572587615
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020485,C.I. Disperse Black 6 dihydrochloride,20325-40-0,C14H18Cl2N2O2,316.074533,224,619,36,Active,27.2208320199278,1.36104160099639,56.0200337097189,1.74834336582173
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020510,"7,12-Dimethylbenz(a)anthracene",57-97-6,C20H16,256.125201,349,702,50,Active,64.3611871615378,3.21805935807689,76.9551115457151,1.88623747202156
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020770,Kepone,143-50-0,C10Cl10O,485.683442,441,758,58,Active,93.3220839637488,4.66610419818744,41.670165448773,1.61982522479965
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020699,4-Hexylresorcinol,136-77-6,C12H18O2,194.13068,241,645,37,Active,80.0228714981841,4.00114357490921,35.5925468919404,1.55135906587797
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021031,4-Nitrosodiphenylamine,156-10-5,C12H10N2O,198.079313,176,362,49,Active,80.0360713910291,4.00180356955146,75.5426885257402,1.87819243708557
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021114,Perhexiline maleate,6724-53-4,C23H39NO4,393.287909,128,234,55,Active,63.8813271801523,3.19406635900761,33.993339685832,1.5313938340705
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021118,Phenazopyridine hydrochloride,136-40-3,C11H12ClN5,249.078123,68,321,21,Active,29.2730962418939,1.46365481209469,37.7472790559956,1.57688565176506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021243,Rhodamine 6G,989-38-8,C28H31ClN2O3,478.202321,209,366,57,Active,85.4273581925182,4.27136790962591,0.0756265059540249,-1.12132596412776
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021247,C.I. Basic Red 9 monohydrochloride,569-61-9,C19H18ClN3,323.118925,118,324,36,Active,48.1264525163281,2.40632262581641,1.08700998694688,0.0362335342022056
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021168,Piperonyl sulfoxide,120-62-7,C18H28O3S,324.175916,74,234,32,Active,88.3620402971788,4.41810201485894,38.4644291736461,1.58505929173087
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021409,Triphenyltin hydroxide,76-87-9,C18H16OSn,368.022317,398,695,57,Active,112.517613641458,5.62588068207288,0.97105820713451,-0.0127547368482543
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021299,Chlorotrianisene,569-57-3,C23H21ClO3,380.117922,31,349,9,Active,95.6313564200625,4.78156782100313,0.536644686750181,-0.270313166175877
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021320,Tetrachlorovinphos,961-11-5,C10H9Cl4O4P,363.899257,46,234,20,Active,93.8768685999951,4.69384342999975,24.9368691937253,1.39684192720028
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021667,Tribromoacetaldehyde,115-17-3,C2HBr3O,277.757754,110,234,47,Active,129.759435891612,6.4879717945806,75.5229687523762,1.87807905342235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022053,"4,6-Dinitro-o-cresol",534-52-1,C7H6N2O5,198.027671,222,629,35,Active,45.5360415931671,2.27680207965836,33.774599148274,1.52859020332765
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022396,Chrysin,480-40-0,C15H10O4,254.057909,119,411,29,Active,77.6850055906832,3.88425027953416,75.4522967589729,1.87767246418539
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022265,Alachlor,15972-60-8,C14H20ClNO2,269.118257,120,654,18,Active,56.3878035620907,2.81939017810454,39.8218685520526,1.60012163446604
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022508,4-Dodecylphenol,104-43-8,C18H30O,262.229666,189,395,48,Active,51.6529805156716,2.58264902578358,28.2002191529227,1.4502524833738
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022394,Biochanin A,491-80-5,C16H12O5,284.068473,141,419,34,Active,71.6660029375734,3.58330014687867,34.9182917709045,1.54305298954051
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022843,Clomiphene,911-45-5,C26H28ClNO,405.185942,99,234,42,Active,89.5932295902753,4.47966147951377,1.95341063383517,0.290793547570005
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022687,Bromocriptine,25614-03-3,C32H40BrN5O5,653.221282,14,78,18,Active,64.0438769833232,3.20219384916616,19.85350943472,1.2978372865862
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022635,6-Azaribine,2169-64-4,C14H17N3O9,371.096479,36,234,15,Active,64.2667458308531,3.21333729154266,2.80508526444205,0.447946066773604
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022681,Bisacodyl,603-50-9,C22H19NO4,361.131408,49,234,21,Active,58.751302729194,2.9375651364597,11.0517361948493,1.04343050975075
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023150,Iodamide,440-58-4,C12H11I3N2O4,627.78529,3,234,1,Active,27.9675781994811,1.39837890997405,0.000105696637752309,-3.97593882753499
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023817,Dicyclohexylcarbodiimide,538-75-0,C13H22N2,206.178299,184,444,41,Active,71.9614352913706,3.59807176456853,2.39904792828791,0.380038924409282
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1023605,Sulbactam,68373-14-8,C8H11NO5S,233.035794,17,234,7,Active,47.8406488694339,2.3920324434717,12.5689176376273,1.09929788037133
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025065,Digitonin,11024-24-1,C56H92O29,1228.572427,157,237,66,Active,36.5324681709825,1.82662340854912,60.8357653597448,1.78415897617482
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025431,3-Hydroxy-N-phenylaniline,101-18-8,C12H11NO,185.084064,23,234,10,Active,30.528687266532,1.5264343633266,74.9247558143967,1.87462533622051
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025485,N-Isopropyl-N'-phenyl-p-phenylenediamine,101-72-4,C15H18N2,226.146999,227,455,50,Active,95.2937121604963,4.76468560802481,36.0462253859225,1.55685979388507
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025649,2-Methylphenanthrene,2531-84-2,C15H12,192.0939,9,234,4,Active,30.1715417498979,1.50857708749489,23.5763299174802,1.37247620022305
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025807,4-Octyloxybenzoic acid,2493-84-7,C15H22O3,250.156895,32,234,14,Active,101.004940796163,5.05024703980816,32.5906915204004,1.51309357557125
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025805,Octhilinone,26530-20-1,C11H19NOS,213.118735,370,661,56,Active,84.6831890982708,4.23415945491354,69.655426422644,1.84295495526984
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025930,Pindone,83-26-1,C14H14O3,230.094294,74,321,23,Active,75.6227971260965,3.78113985630482,36.9975495015726,1.56817295992676
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1025857,"1,10-Phenanthroline",66-71-7,C12H8N2,180.068748,115,357,32,Active,34.3863130643649,1.71931565321824,3.55725789440473,0.551115351847804
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1026081,"3,3',5,5'-Tetrabromobisphenol A",79-94-7,C15H12Br4O2,539.757082,306,735,42,Active,97.3475726440099,4.86737863220049,28.682565426371,1.45761799290543
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1026902,"N,N,N-Trimethyloctadecan-1-aminium chloride",112-03-8,C21H46ClN,347.331878,273,436,63,Active,92.4728594946128,4.62364297473064,28.5713652240706,1.45593099274938
