createdDate,lastModifiedDate,createdBy,dtxsid,selected,casrn,compoundId,genericSubstanceId,preferredName,activeAssays,cpdataCount,isotope,molFormula,averageMass,monoisotopicMass,multicomponent,percentAssays,pubchemCount,pubmedCount,qcLevel,qcLevelDesc,sourcesCount,stereo,totalAssays,toxcastSelect,iupacName,smiles,inchiString,inchiKey,hasStructureImage,relatedSubstanceCount,relatedStructureCount,endpointName,ac50,hitc,logAc50,scaledTop,top,bmad,maxMedVal,maxMedConc,_links
,,,DTXSID0021127,False,63-92-3,1127.0,21127,Phenoxybenzamine hydrochloride,74,,0.0,C18H23Cl2NO,340.29,339.1156698,1,29.0,129.0,4935.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",36,1.0,254,74/254,N-Benzyl-N-(2-chloroethyl)-1-phenoxypropan-2-amine--hydrogen chloride (1/1),Cl.CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,"InChI=1/C18H22ClNO.ClH/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17;/h2-11,16H,12-15H2,1H3;1H
",VBCPVIWPDJVHAN-UHFFFAOYSA-N,True,1.0,1.0,NVS_NR_bER,24.999999999999993,0,1.3979400086720375,7.833148845401937E-11,1.8930259012625907e-09,4.0278095451013884,9.046681402581164,-1.154901959985743,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5f343'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f5f343{?projection}', 'templated': True}}"
,,,DTXSID0021385,False,133-07-3,1385.0,21385,Folpet,177,55.0,0.0,C9H4Cl3NO2S,296.55,294.9028326,0,25.0,93.0,66.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",99,0.0,700,177/700,"2-[(Trichloromethyl)sulfanyl]-1H-isoindole-1,3(2H)-dione",ClC(Cl)(Cl)SN1C(=O)C2=C(C=CC=C2)C1=O,"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H
",HKIOYBQGHSTUDB-UHFFFAOYSA-N,True,13.0,11.0,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,0.04448512622580555,1.0750656961640381,4.0278095451013884,1.6320176493856597,-0.22184874961635637,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60a93'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60a93{?projection}', 'templated': True}}"
,,,DTXSID0021333,False,97-74-5,1333.0,21333,Tetramethylthiuram monosulfide,160,7.0,0.0,C6H12N2S3,208.36,208.016261916,0,35.0,100.0,11.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",67,0.0,456,160/456,"N,N,N',N'-Tetramethyltrithiodicarbonic diamide",CN(C)C(=S)SC(=S)N(C)C,"InChI=1S/C6H12N2S3/c1-7(2)5(9)11-6(10)8(3)4/h1-4H3
",REQPQFUJGGOFQL-UHFFFAOYSA-N,True,,,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,0.2143799814814896,5.180890414138816,4.0278095451013884,6.844428668559772,1.6989700043360187,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60102'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60102{?projection}', 'templated': True}}"
,,,DTXSID0021389,False,52-68-6,1389.0,21389,Trichlorfon,87,9.0,0.0,C4H8Cl3O4P,257.43,255.9225788,0,12.0,135.0,1046.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",105,1.0,701,87/701,"Dimethyl (2,2,2-trichloro-1-hydroxyethyl)phosphonate",COP(=O)(OC)C(O)C(Cl)(Cl)Cl,"InChI=1/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3
",NFACJZMKEDPNKN-UHFFFAOYSA-N,True,8.0,7.0,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,8.937323331173114E-12,2.1598701732573845e-10,4.0278095451013884,2.8165178638917965,-0.6989700043360187,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60d9f'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60d9f{?projection}', 'templated': True}}"
,,,DTXSID0021339,False,52-24-4,1339.0,21339,Thiotepa,25,1.0,0.0,C6H12N3PS,189.22,189.04895557,0,6.0,202.0,2676.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",53,0.0,440,25/440,"1,1',1''-Phosphorothioyltris(aziridine)",S=P(N1CC1)(N1CC1)N1CC1,"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",FOCVUCIESVLUNU-UHFFFAOYSA-N,True,,,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,1.902546943921608E-10,4.597858044438557e-09,4.0278095451013884,4.554827915105854,-1.6989700043360187,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60654'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f60654{?projection}', 'templated': True}}"
,,,DTXSID0021460,False,17924-92-4,1460.0,21460,Zearalenone,150,,0.0,C18H22O5,318.369,318.146723808,0,36.0,130.0,1405.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",64,1.0,416,150/416,"(3S,11E)-14,16-Dihydroxy-3-methyl-3,4,5,6,9,10-hexahydro-1H-2-benzoxacyclotetradecine-1,7(8H)-dione",C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,"InChI=1S/C18H22O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,20-21H,2,4-6,8-9H2,1H3/b7-3+/t12-/m0/s1
",MBMQEIFVQACCCH-QBODLPLBSA-N,True,8.0,5.0,NVS_NR_bER,0.012297435403139498,1,-1.9101854500561892,4.093359794924256,98.92364192118109,4.0278095451013884,99.96053022769445,0.8450980400142568,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f61481'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f61481{?projection}', 'templated': True}}"
,,,DTXSID0021464,False,137-30-4,1464.0,21464,Ziram,368,56.0,0.0,C6H12N2S4Zn,305.8,303.917475,1,58.0,22.0,80.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",89,0.0,632,368/632,Zinc bis(dimethylcarbamodithioate),[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,"InChI=1S/2C3H7NS2.Zn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2
",DUBNHZYBDBBJHD-UHFFFAOYSA-L,True,4.0,1.0,NVS_NR_bER,0.4625462938325181,0,-0.3348447944928072,0.5996808395778094,14.492401257995493,4.0278095451013884,21.719833183326585,-1.0,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f616e0'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f616e0{?projection}', 'templated': True}}"
,,,DTXSID0021626,False,536-60-7,1626.0,21626,4-Isopropylbenzyl alcohol,6,2.0,0.0,C10H14O,150.221,150.104465071,0,1.0,107.0,,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",61,0.0,431,6/431,[4-(Propan-2-yl)phenyl]methanol,CC(C)C1=CC=C(CO)C=C1,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-6,8,11H,7H2,1-2H3
",OIGWAXDAPKFNCQ-UHFFFAOYSA-N,True,,,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,0.04841809935767073,1.1701132964909615,4.0278095451013884,10.635364458713475,-0.22184874961635637,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f62082'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d1a6d0b67997f62082{?projection}', 'templated': True}}"
,,,DTXSID0021961,False,119-61-9,1961.0,21961,Benzophenone,21,94.0,0.0,C13H10O,182.222,182.073164942,0,4.0,209.0,456.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",129,0.0,590,21/590,Diphenylmethanone,O=C(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H
",RWCCWEUUXYIKHB-UHFFFAOYSA-N,True,,,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,5.41505896619076E-10,1.3086495714786e-08,4.0278095451013884,6.040588737629984,0.7781512503836436,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f6321b'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f6321b{?projection}', 'templated': True}}"
,,,DTXSID0021969,False,121-33-5,1969.0,21969,4-Hydroxy-3-methoxybenzaldehyde,20,1143.0,0.0,C8H8O3,152.149,152.047344118,0,3.0,246.0,829.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",109,0.0,590,20/590,4-Hydroxy-3-methoxybenzaldehyde,COC1=C(O)C=CC(C=O)=C1,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,True,1.0,,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,0.082625944981461,1.9968094192161048,4.0278095451013884,4.506425335171897,-1.154901959985743,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f639ec'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f639ec{?projection}', 'templated': True}}"
,,,DTXSID0022353,False,92-04-6,818149.0,22353,"3-Chloro[1,1′-biphenyl]-4-ol",106,,0.0,C12H9ClO,204.65,204.0341926,0,26.0,36.0,2.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",50,0.0,402,106/402,"2-Chloro[1,1'-biphenyl]-4-ol",OC1=C(Cl)C=C(C=C1)C1=CC=CC=C1,"InChI=1S/C12H9ClO/c13-11-8-10(6-7-12(11)14)9-4-2-1-3-5-9/h1-8,14H
",BZWMYDJJDBFAPE-UHFFFAOYSA-N,True,1.0,1.0,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,0.5730100946292078,13.847853171521841,4.0278095451013884,13.03735283668394,1.6989700043360187,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f64ba0'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f64ba0{?projection}', 'templated': True}}"
,,,DTXSID0022018,False,298-04-4,2018.0,22018,Disulfoton,51,23.0,0.0,C8H19O2PS3,274.39,274.028480372,0,7.0,106.0,102.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",111,0.0,731,51/731,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorodithioate",CCOP(=S)(OCC)SCCSCC,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3
",DOFZAZXDOSGAJZ-UHFFFAOYSA-N,True,4.0,4.0,NVS_NR_bER,24.999999999999993,0,1.3979400086720375,1.9973044862137042E-11,4.826857244427229e-10,4.0278095451013884,4.816105227501451,-0.22184874961635637,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f63fe5'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f63fe5{?projection}', 'templated': True}}"
,,,DTXSID0022436,False,126-00-1,2436.0,22436,"4,4-Bis(4-hydroxyphenyl)valeric acid",28,,0.0,C17H18O4,286.327,286.12050906,0,6.0,117.0,,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",53,0.0,507,28/507,"4,4-Bis(4-hydroxyphenyl)pentanoic acid",CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C17H18O4/c1-17(11-10-16(20)21,12-2-6-14(18)7-3-12)13-4-8-15(19)9-5-13/h2-9,18-19H,10-11H2,1H3,(H,20,21)
",VKOUCJUTMGHNOR-UHFFFAOYSA-N,True,,,NVS_NR_bER,12.860875097555292,1,1.1092705204629427,1.7706443947579402,42.79091036511782,4.0278095451013884,44.024364381818614,1.6989700043360187,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f65026'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f65026{?projection}', 'templated': True}}"
,,,DTXSID0022480,False,620-17-7,2480.0,22480,3-Ethylphenol,5,,0.0,C8H10O,122.167,122.073164942,0,1.0,127.0,4.0,1,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",73,0.0,351,5/351,3-Ethylphenol,CCC1=CC=CC(O)=C1,"InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3",HMNKTRSOROOSPP-UHFFFAOYSA-N,True,,,NVS_NR_bER,24.999999999999996,0,1.3979400086720375,6.069255273357822E-11,1.4667482593012545e-09,4.0278095451013884,1.5823283393967111,-1.6989700043360187,"{'self': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f65085'}, 'assay-list-detail': {'href': 'http://ccte-api-ccd.epa.gov/ccdapp2/assay-list-details/65fb56d2a6d0b67997f65085{?projection}', 'templated': True}}"
